epoch: 1 | lr: 0.0000300 | Train loss: 0.4855572283267975 | Validation loss: 0.40015122294425964 | Validation accuracy: 28.80886426592798 | QWKappa: 0.6285702065750403
epoch: 2 | lr: 0.0003000 | Train loss: 0.4209350645542145 | Validation loss: 0.3755395710468292 | Validation accuracy: 30.526315789473685 | QWKappa: 0.6255664482442718
epoch: 3 | lr: 0.0000300 | Train loss: 0.32135194540023804 | Validation loss: 0.2960869371891022 | Validation accuracy: 51.46814404432133 | QWKappa: 0.7869556307943998
epoch: 4 | lr: 0.0000296 | Train loss: 0.29551294445991516 | Validation loss: 0.3043692708015442 | Validation accuracy: 47.14681440443213 | QWKappa: 0.7856871974084338
epoch: 5 | lr: 0.0000285 | Train loss: 0.2867240607738495 | Validation loss: 0.28062793612480164 | Validation accuracy: 53.07479224376731 | QWKappa: 0.8009528346070023
epoch: 6 | lr: 0.0000267 | Train loss: 0.27428680658340454 | Validation loss: 0.27250707149505615 | Validation accuracy: 55.95567867036011 | QWKappa: 0.8117041493994854
epoch: 7 | lr: 0.0000244 | Train loss: 0.2681853771209717 | Validation loss: 0.264297753572464 | Validation accuracy: 55.56786703601107 | QWKappa: 0.8229782803247137
epoch: 8 | lr: 0.0000215 | Train loss: 0.26065316796302795 | Validation loss: 0.25873255729675293 | Validation accuracy: 58.116343490304715 | QWKappa: 0.8213501615741035
epoch: 9 | lr: 0.0000183 | Train loss: 0.253947377204895 | Validation loss: 0.2594059407711029 | Validation accuracy: 58.060941828254855 | QWKappa: 0.8274505921892279
epoch: 10 | lr: 0.0000150 | Train loss: 0.24910566210746765 | Validation loss: 0.2598196864128113 | Validation accuracy: 58.17174515235457 | QWKappa: 0.8192208482678042
epoch: 11 | lr: 0.0000117 | Train loss: 0.2434629201889038 | Validation loss: 0.2556855082511902 | Validation accuracy: 59.72299168975069 | QWKappa: 0.8264822437552732
epoch: 12 | lr: 0.0000085 | Train loss: 0.24181072413921356 | Validation loss: 0.2532440721988678 | Validation accuracy: 57.50692520775623 | QWKappa: 0.8322887219266432
epoch: 13 | lr: 0.0000056 | Train loss: 0.2337574064731598 | Validation loss: 0.2511114478111267 | Validation accuracy: 58.67036011080332 | QWKappa: 0.8326463547088523
epoch: 14 | lr: 0.0000033 | Train loss: 0.23438656330108643 | Validation loss: 0.2522337734699249 | Validation accuracy: 56.73130193905818 | QWKappa: 0.8296704831044996
epoch: 15 | lr: 0.0000015 | Train loss: 0.22967377305030823 | Validation loss: 0.24991466104984283 | Validation accuracy: 58.94736842105262 | QWKappa: 0.8350813091064615
