epoch: 1 | lr: 0.0000300 | Train loss: 0.45835238695144653 | Validation loss: 0.37891635298728943 | Validation accuracy: 33.40720221606649 | QWKappa: 0.6896149904947695
epoch: 2 | lr: 0.0003000 | Train loss: 0.3869021534919739 | Validation loss: 0.3964289426803589 | Validation accuracy: 26.869806094182824 | QWKappa: 0.6634436069271225
epoch: 3 | lr: 0.0000300 | Train loss: 0.2913013696670532 | Validation loss: 0.282009094953537 | Validation accuracy: 51.689750692520775 | QWKappa: 0.8074250083754495
epoch: 4 | lr: 0.0000299 | Train loss: 0.26731622219085693 | Validation loss: 0.26821669936180115 | Validation accuracy: 56.232686980609415 | QWKappa: 0.8178611196939132
epoch: 5 | lr: 0.0000296 | Train loss: 0.2579631209373474 | Validation loss: 0.25980669260025024 | Validation accuracy: 57.78393351800554 | QWKappa: 0.8296929831395958
epoch: 6 | lr: 0.0000292 | Train loss: 0.24707747995853424 | Validation loss: 0.2645893096923828 | Validation accuracy: 57.39612188365651 | QWKappa: 0.8288502765070191
epoch: 7 | lr: 0.0000286 | Train loss: 0.23693042993545532 | Validation loss: 0.2934072017669678 | Validation accuracy: 49.19667590027701 | QWKappa: 0.8099778806004431
epoch: 8 | lr: 0.0000279 | Train loss: 0.23332221806049347 | Validation loss: 0.2550099194049835 | Validation accuracy: 56.34349030470914 | QWKappa: 0.8277586887632563
epoch: 9 | lr: 0.0000269 | Train loss: 0.22414354979991913 | Validation loss: 0.25318366289138794 | Validation accuracy: 57.67313019390582 | QWKappa: 0.8419003089189478
epoch: 10 | lr: 0.0000259 | Train loss: 0.22091582417488098 | Validation loss: 0.25609084963798523 | Validation accuracy: 59.16897506925207 | QWKappa: 0.8313678751366591
epoch: 11 | lr: 0.0000247 | Train loss: 0.21330049633979797 | Validation loss: 0.25716131925582886 | Validation accuracy: 60.387811634349035 | QWKappa: 0.8375683870974581
epoch: 12 | lr: 0.0000234 | Train loss: 0.20588165521621704 | Validation loss: 0.2469286024570465 | Validation accuracy: 59.39058171745152 | QWKappa: 0.8417853457904537
epoch: 13 | lr: 0.0000220 | Train loss: 0.20313075184822083 | Validation loss: 0.25710803270339966 | Validation accuracy: 59.2797783933518 | QWKappa: 0.8428623683779114
epoch: 14 | lr: 0.0000206 | Train loss: 0.19847816228866577 | Validation loss: 0.25179237127304077 | Validation accuracy: 61.32963988919668 | QWKappa: 0.839579196984481
epoch: 15 | lr: 0.0000190 | Train loss: 0.1892523616552353 | Validation loss: 0.26671260595321655 | Validation accuracy: 56.89750692520775 | QWKappa: 0.835548585754837
