epoch: 1 | lr: 0.0000300 | Train loss: 0.45672082901000977 | Validation loss: 0.35130634903907776 | Validation accuracy: 40.498614958448755 | QWKappa: 0.7383389979629207
epoch: 2 | lr: 0.0003000 | Train loss: 0.38410258293151855 | Validation loss: 0.3934493660926819 | Validation accuracy: 28.53185595567867 | QWKappa: 0.7176447539861934
epoch: 3 | lr: 0.0000300 | Train loss: 0.28919538855552673 | Validation loss: 0.2696945071220398 | Validation accuracy: 55.62326869806095 | QWKappa: 0.8289905415910511
epoch: 4 | lr: 0.0000296 | Train loss: 0.2613704800605774 | Validation loss: 0.2549249529838562 | Validation accuracy: 58.22714681440443 | QWKappa: 0.8325434537466345
epoch: 5 | lr: 0.0000285 | Train loss: 0.24852889776229858 | Validation loss: 0.24658401310443878 | Validation accuracy: 59.88919667590028 | QWKappa: 0.8381086747281289
epoch: 6 | lr: 0.0000267 | Train loss: 0.24044175446033478 | Validation loss: 0.2453998178243637 | Validation accuracy: 61.38504155124653 | QWKappa: 0.8473254402793406
epoch: 7 | lr: 0.0000244 | Train loss: 0.23140576481819153 | Validation loss: 0.26517248153686523 | Validation accuracy: 54.34903047091413 | QWKappa: 0.8356791628581024
epoch: 8 | lr: 0.0000215 | Train loss: 0.22516468167304993 | Validation loss: 0.2319631278514862 | Validation accuracy: 61.66204986149585 | QWKappa: 0.8499376971247786
epoch: 9 | lr: 0.0000183 | Train loss: 0.21645216643810272 | Validation loss: 0.23931191861629486 | Validation accuracy: 63.767313019390585 | QWKappa: 0.8577141190955939
epoch: 10 | lr: 0.0000150 | Train loss: 0.20903204381465912 | Validation loss: 0.23671112954616547 | Validation accuracy: 62.548476454293635 | QWKappa: 0.8473720283750676
epoch: 11 | lr: 0.0000117 | Train loss: 0.20860916376113892 | Validation loss: 0.23769275844097137 | Validation accuracy: 64.76454293628808 | QWKappa: 0.853157544854615
epoch: 12 | lr: 0.0000085 | Train loss: 0.2014540135860443 | Validation loss: 0.22966228425502777 | Validation accuracy: 63.04709141274238 | QWKappa: 0.8546006783134127
epoch: 13 | lr: 0.0000056 | Train loss: 0.19816632568836212 | Validation loss: 0.2307833582162857 | Validation accuracy: 63.32409972299169 | QWKappa: 0.8561198418175151
epoch: 14 | lr: 0.0000033 | Train loss: 0.1982222944498062 | Validation loss: 0.23499178886413574 | Validation accuracy: 63.1578947368421 | QWKappa: 0.8562444152543814
epoch: 15 | lr: 0.0000015 | Train loss: 0.19376368820667267 | Validation loss: 0.23326845467090607 | Validation accuracy: 63.37950138504155 | QWKappa: 0.8572109821157611
