epoch: 1 | lr: 0.0000300 | Train loss: 0.4638238251209259 | Validation loss: 0.38736337423324585 | Validation accuracy: 32.07756232686981 | QWKappa: 0.6963710747027654
epoch: 2 | lr: 0.0003000 | Train loss: 0.39794740080833435 | Validation loss: 0.38013654947280884 | Validation accuracy: 29.085872576177284 | QWKappa: 0.691383600100175
epoch: 3 | lr: 0.0000300 | Train loss: 0.30003622174263 | Validation loss: 0.2810385525226593 | Validation accuracy: 53.961218836565095 | QWKappa: 0.8174537234101354
epoch: 4 | lr: 0.0000296 | Train loss: 0.2744150161743164 | Validation loss: 0.2684369683265686 | Validation accuracy: 55.95567867036011 | QWKappa: 0.820720878537766
epoch: 5 | lr: 0.0000285 | Train loss: 0.2629431188106537 | Validation loss: 0.2575267255306244 | Validation accuracy: 58.116343490304715 | QWKappa: 0.8274908417875205
epoch: 6 | lr: 0.0000267 | Train loss: 0.25336411595344543 | Validation loss: 0.2611403465270996 | Validation accuracy: 57.56232686980609 | QWKappa: 0.8280059770161965
epoch: 7 | lr: 0.0000244 | Train loss: 0.24530643224716187 | Validation loss: 0.2952219843864441 | Validation accuracy: 49.80609418282548 | QWKappa: 0.7998989596646348
epoch: 8 | lr: 0.0000215 | Train loss: 0.23673024773597717 | Validation loss: 0.24904298782348633 | Validation accuracy: 57.78393351800554 | QWKappa: 0.8317096536598502
epoch: 9 | lr: 0.0000183 | Train loss: 0.2289983630180359 | Validation loss: 0.2508354187011719 | Validation accuracy: 59.88919667590028 | QWKappa: 0.8375369864108527
epoch: 10 | lr: 0.0000150 | Train loss: 0.2272554636001587 | Validation loss: 0.25078365206718445 | Validation accuracy: 57.285318559556785 | QWKappa: 0.8308458021896525
epoch: 11 | lr: 0.0000117 | Train loss: 0.2192884236574173 | Validation loss: 0.2462206333875656 | Validation accuracy: 59.88919667590028 | QWKappa: 0.8320687231227257
epoch: 12 | lr: 0.0000085 | Train loss: 0.21367424726486206 | Validation loss: 0.24435272812843323 | Validation accuracy: 60.77562326869806 | QWKappa: 0.8389881285797078
epoch: 13 | lr: 0.0000056 | Train loss: 0.21222931146621704 | Validation loss: 0.25796768069267273 | Validation accuracy: 56.45429362880886 | QWKappa: 0.832679588148599
epoch: 14 | lr: 0.0000033 | Train loss: 0.21148526668548584 | Validation loss: 0.2533798813819885 | Validation accuracy: 57.340720221606645 | QWKappa: 0.8356468587806029
epoch: 15 | lr: 0.0000015 | Train loss: 0.20775312185287476 | Validation loss: 0.2511633634567261 | Validation accuracy: 58.72576177285319 | QWKappa: 0.8394043673711571
