epoch: 1 | lr: 0.0000300 | Train loss: 0.4555381238460541 | Validation loss: 0.34552881121635437 | Validation accuracy: 39.11357340720222 | QWKappa: 0.7364384114589688
epoch: 2 | lr: 0.0003000 | Train loss: 0.3842479884624481 | Validation loss: 0.43082261085510254 | Validation accuracy: 24.653739612188367 | QWKappa: 0.6455295934650956
epoch: 3 | lr: 0.0000300 | Train loss: 0.2879694104194641 | Validation loss: 0.2749879062175751 | Validation accuracy: 53.46260387811634 | QWKappa: 0.8248331068060413
epoch: 4 | lr: 0.0000296 | Train loss: 0.2623961567878723 | Validation loss: 0.2543494403362274 | Validation accuracy: 58.22714681440443 | QWKappa: 0.8351435776378449
epoch: 5 | lr: 0.0000285 | Train loss: 0.24825407564640045 | Validation loss: 0.24740628898143768 | Validation accuracy: 61.717451523545705 | QWKappa: 0.8428508819733632
epoch: 6 | lr: 0.0000267 | Train loss: 0.23975792527198792 | Validation loss: 0.24587221443653107 | Validation accuracy: 61.772853185595565 | QWKappa: 0.8417015968471597
epoch: 7 | lr: 0.0000244 | Train loss: 0.231073796749115 | Validation loss: 0.2721017003059387 | Validation accuracy: 55.18005540166205 | QWKappa: 0.8358493244289883
epoch: 8 | lr: 0.0000215 | Train loss: 0.2243468016386032 | Validation loss: 0.23929283022880554 | Validation accuracy: 61.828254847645425 | QWKappa: 0.8460393835117236
epoch: 9 | lr: 0.0000183 | Train loss: 0.21910732984542847 | Validation loss: 0.2418188899755478 | Validation accuracy: 63.32409972299169 | QWKappa: 0.8558594567684951
epoch: 10 | lr: 0.0000150 | Train loss: 0.2120535522699356 | Validation loss: 0.23939606547355652 | Validation accuracy: 61.717451523545705 | QWKappa: 0.8452149526167339
epoch: 11 | lr: 0.0000117 | Train loss: 0.20914500951766968 | Validation loss: 0.23702727258205414 | Validation accuracy: 63.988919667590025 | QWKappa: 0.84839818433222
epoch: 12 | lr: 0.0000085 | Train loss: 0.20409038662910461 | Validation loss: 0.23406435549259186 | Validation accuracy: 62.603878116343495 | QWKappa: 0.849328349912482
epoch: 13 | lr: 0.0000056 | Train loss: 0.19945940375328064 | Validation loss: 0.23562784492969513 | Validation accuracy: 61.772853185595565 | QWKappa: 0.8513163124671299
epoch: 14 | lr: 0.0000033 | Train loss: 0.1986464560031891 | Validation loss: 0.2379339188337326 | Validation accuracy: 61.93905817174515 | QWKappa: 0.852269057626581
epoch: 15 | lr: 0.0000015 | Train loss: 0.19680030643939972 | Validation loss: 0.2356882095336914 | Validation accuracy: 62.548476454293635 | QWKappa: 0.8539614748275566
