epoch: 1 | lr: 0.0000300 | Train loss: 0.4768720269203186 | Validation loss: 0.3872780501842499 | Validation accuracy: 32.908587257617725 | QWKappa: 0.6758547258765968
epoch: 2 | lr: 0.0003000 | Train loss: 0.4076007604598999 | Validation loss: 0.35789400339126587 | Validation accuracy: 31.191135734072024 | QWKappa: 0.689651363238251
epoch: 3 | lr: 0.0000300 | Train loss: 0.32210665941238403 | Validation loss: 0.30233174562454224 | Validation accuracy: 49.97229916897507 | QWKappa: 0.7886561502691547
epoch: 4 | lr: 0.0000296 | Train loss: 0.29785531759262085 | Validation loss: 0.2879382073879242 | Validation accuracy: 52.07756232686981 | QWKappa: 0.7890687466938767
epoch: 5 | lr: 0.0000285 | Train loss: 0.28229764103889465 | Validation loss: 0.2835264205932617 | Validation accuracy: 53.46260387811634 | QWKappa: 0.7952553204710404
epoch: 6 | lr: 0.0000267 | Train loss: 0.2740038335323334 | Validation loss: 0.2871444523334503 | Validation accuracy: 53.01939058171745 | QWKappa: 0.7931767918416551
epoch: 7 | lr: 0.0000244 | Train loss: 0.26846277713775635 | Validation loss: 0.28510817885398865 | Validation accuracy: 51.24653739612188 | QWKappa: 0.8002791205928288
epoch: 8 | lr: 0.0000215 | Train loss: 0.2616884410381317 | Validation loss: 0.2724873423576355 | Validation accuracy: 54.736842105263165 | QWKappa: 0.798958746666169
epoch: 9 | lr: 0.0000183 | Train loss: 0.25258868932724 | Validation loss: 0.26428478956222534 | Validation accuracy: 58.22714681440443 | QWKappa: 0.8145727482127237
epoch: 10 | lr: 0.0000150 | Train loss: 0.24644388258457184 | Validation loss: 0.2737293243408203 | Validation accuracy: 55.78947368421052 | QWKappa: 0.7994245345122214
epoch: 11 | lr: 0.0000117 | Train loss: 0.23969753086566925 | Validation loss: 0.2661343812942505 | Validation accuracy: 57.174515235457065 | QWKappa: 0.8159367660008201
epoch: 12 | lr: 0.0000085 | Train loss: 0.23724927008152008 | Validation loss: 0.2666759788990021 | Validation accuracy: 57.229916897506925 | QWKappa: 0.8110999328221279
epoch: 13 | lr: 0.0000056 | Train loss: 0.23397308588027954 | Validation loss: 0.25945866107940674 | Validation accuracy: 57.229916897506925 | QWKappa: 0.8208801851342192
epoch: 14 | lr: 0.0000033 | Train loss: 0.23520688712596893 | Validation loss: 0.25883257389068604 | Validation accuracy: 58.060941828254855 | QWKappa: 0.8178321992174438
epoch: 15 | lr: 0.0000015 | Train loss: 0.23108215630054474 | Validation loss: 0.2602118253707886 | Validation accuracy: 58.22714681440443 | QWKappa: 0.819221455167781
