epoch: 1 | lr: 0.0000300 | Train loss: 0.45567917823791504 | Validation loss: 0.34226569533348083 | Validation accuracy: 43.54570637119114 | QWKappa: 0.7433921432688871
epoch: 2 | lr: 0.0003000 | Train loss: 0.38444262742996216 | Validation loss: 0.3469911515712738 | Validation accuracy: 46.64819944598338 | QWKappa: 0.7642560443689164
epoch: 3 | lr: 0.0000300 | Train loss: 0.284437894821167 | Validation loss: 0.2705605924129486 | Validation accuracy: 57.340720221606645 | QWKappa: 0.8149130943574932
epoch: 4 | lr: 0.0000296 | Train loss: 0.26044732332229614 | Validation loss: 0.2541430592536926 | Validation accuracy: 59.612188365650965 | QWKappa: 0.829442701007841
epoch: 5 | lr: 0.0000285 | Train loss: 0.24862976372241974 | Validation loss: 0.25970590114593506 | Validation accuracy: 59.94459833795014 | QWKappa: 0.8285554709072617
epoch: 6 | lr: 0.0000267 | Train loss: 0.23719902336597443 | Validation loss: 0.24596956372261047 | Validation accuracy: 61.99445983379501 | QWKappa: 0.8430317424746504
epoch: 7 | lr: 0.0000244 | Train loss: 0.2321653813123703 | Validation loss: 0.2485038936138153 | Validation accuracy: 61.27423822714682 | QWKappa: 0.8467969970074313
epoch: 8 | lr: 0.0000215 | Train loss: 0.22205716371536255 | Validation loss: 0.25025442242622375 | Validation accuracy: 62.548476454293635 | QWKappa: 0.845658004283612
epoch: 9 | lr: 0.0000183 | Train loss: 0.2169494777917862 | Validation loss: 0.24383334815502167 | Validation accuracy: 62.49307479224376 | QWKappa: 0.8445937095938254
epoch: 10 | lr: 0.0000150 | Train loss: 0.21071283519268036 | Validation loss: 0.2581712305545807 | Validation accuracy: 62.603878116343495 | QWKappa: 0.8498084799845924
epoch: 11 | lr: 0.0000117 | Train loss: 0.20580676198005676 | Validation loss: 0.24388673901557922 | Validation accuracy: 63.1578947368421 | QWKappa: 0.8450674545558856
epoch: 12 | lr: 0.0000085 | Train loss: 0.2032371312379837 | Validation loss: 0.24469132721424103 | Validation accuracy: 62.49307479224376 | QWKappa: 0.8485694590511156
epoch: 13 | lr: 0.0000056 | Train loss: 0.19746218621730804 | Validation loss: 0.24400177597999573 | Validation accuracy: 62.603878116343495 | QWKappa: 0.8500216399367228
epoch: 14 | lr: 0.0000033 | Train loss: 0.19568556547164917 | Validation loss: 0.24735507369041443 | Validation accuracy: 63.656509695290865 | QWKappa: 0.8513026702233031
epoch: 15 | lr: 0.0000015 | Train loss: 0.19501198828220367 | Validation loss: 0.24490658938884735 | Validation accuracy: 62.99168975069252 | QWKappa: 0.8537028890882452epoch: 1 | lr: 0.0000300 | Train loss: 0.4575744569301605 | Validation loss: 0.34032899141311646 | Validation accuracy: 43.26869806094183 | QWKappa: 0.7484582485703759
epoch: 2 | lr: 0.0003000 | Train loss: 0.38461363315582275 | Validation loss: 0.3764192461967468 | Validation accuracy: 38.227146814404435 | QWKappa: 0.7374001623358535
epoch: 1 | lr: 0.0000300 | Train loss: 0.4580287039279938 | Validation loss: 0.3438955843448639 | Validation accuracy: 40.554016620498615 | QWKappa: 0.7466419486333505
epoch: 2 | lr: 0.0003000 | Train loss: 0.38392797112464905 | Validation loss: 0.34553369879722595 | Validation accuracy: 42.1606648199446 | QWKappa: 0.7189705483734651
epoch: 3 | lr: 0.0000300 | Train loss: 0.2871858775615692 | Validation loss: 0.2691647708415985 | Validation accuracy: 54.2382271468144 | QWKappa: 0.8165260636514937
epoch: 4 | lr: 0.0000296 | Train loss: 0.26406797766685486 | Validation loss: 0.25813695788383484 | Validation accuracy: 56.121883656509695 | QWKappa: 0.8225790285955299
epoch: 5 | lr: 0.0000285 | Train loss: 0.25256872177124023 | Validation loss: 0.2585364282131195 | Validation accuracy: 59.16897506925207 | QWKappa: 0.8373489214904831
epoch: 6 | lr: 0.0000267 | Train loss: 0.2389492243528366 | Validation loss: 0.25350502133369446 | Validation accuracy: 59.224376731301945 | QWKappa: 0.8385442663328225
epoch: 7 | lr: 0.0000244 | Train loss: 0.23196034133434296 | Validation loss: 0.24819046258926392 | Validation accuracy: 59.77839335180055 | QWKappa: 0.8447067412149097
epoch: 8 | lr: 0.0000215 | Train loss: 0.22427567839622498 | Validation loss: 0.23914478719234467 | Validation accuracy: 61.495844875346265 | QWKappa: 0.8481219764204977
epoch: 9 | lr: 0.0000183 | Train loss: 0.2192375361919403 | Validation loss: 0.24443478882312775 | Validation accuracy: 61.66204986149585 | QWKappa: 0.8414389492474655
epoch: 10 | lr: 0.0000150 | Train loss: 0.2123139649629593 | Validation loss: 0.25140616297721863 | Validation accuracy: 62.49307479224376 | QWKappa: 0.8472164811326849
epoch: 11 | lr: 0.0000117 | Train loss: 0.20854732394218445 | Validation loss: 0.24517187476158142 | Validation accuracy: 63.04709141274238 | QWKappa: 0.8434408668768327
epoch: 12 | lr: 0.0000085 | Train loss: 0.20411328971385956 | Validation loss: 0.23742401599884033 | Validation accuracy: 62.77008310249308 | QWKappa: 0.8509796932146383
epoch: 13 | lr: 0.0000056 | Train loss: 0.2007506936788559 | Validation loss: 0.2383686751127243 | Validation accuracy: 62.71468144044321 | QWKappa: 0.8481343763738483
epoch: 14 | lr: 0.0000033 | Train loss: 0.19842873513698578 | Validation loss: 0.23927782475948334 | Validation accuracy: 63.1578947368421 | QWKappa: 0.8502917994520938
epoch: 15 | lr: 0.0000015 | Train loss: 0.19849097728729248 | Validation loss: 0.239745631814003 | Validation accuracy: 63.26869806094183 | QWKappa: 0.8474038748918853
